p_o|p_d|t_1|t_2|demand
72|689|24|25|1308.65
72|689|25|26|1473.34
72|689|26|27|1507.94
72|689|27|28|1229.48
72|689|28|30|1310.38
72|689|29|31|1366.88
72|689|30|31|1204.66
72|689|31|33|1095.31
72|689|32|33|1327.58
72|689|33|35|1004.43
72|689|34|35|1184.29
72|689|35|37|1379.34
72|689|36|37|1211.0
72|689|37|39|1164.15
72|689|38|40|1487.69
72|689|39|41|1285.02
72|689|40|42|1303.4
72|689|41|43|1051.41
72|689|42|43|1237.73
72|689|43|44|1365.33
72|689|44|45|1208.82
72|689|45|47|1370.29
72|689|46|48|1108.76
72|689|47|48|1245.67
72|689|48|50|1143.7
72|689|49|50|1043.07
72|689|50|52|1089.15
72|689|51|52|1246.24
72|689|52|1|971.36
72|780|1|2|1627.81
72|780|2|3|2406.53
72|780|3|5|2294.0
72|780|4|6|1872.58
72|780|5|6|1674.51
72|780|6|7|2243.72
72|780|7|9|1874.88
72|780|8|10|2034.92
72|780|9|10|2321.17
72|780|10|12|2097.09
72|780|11|12|1980.65
72|780|12|13|2228.13
72|780|13|14|1824.44
72|780|14|16|1657.91
72|780|15|16|1819.51
72|780|16|17|2476.8
72|780|17|19|2287.86
72|780|18|20|1841.72
72|780|19|20|2125.11
72|780|20|22|2050.5
72|780|21|22|1791.01
72|780|22|23|1610.93
72|780|23|25|1699.12
72|780|24|26|2201.7
72|780|25|26|2116.09
72|780|26|27|2337.82
72|780|27|28|2389.16
72|780|28|30|1899.97
72|780|29|31|2311.8
72|780|30|31|1977.6
72|780|31|33|2263.81
72|780|32|33|2123.44
72|780|33|34|2095.97
72|780|34|36|2144.03
72|780|35|36|1984.39
72|780|36|38|1882.73
72|780|37|38|2352.28
72|780|38|40|2243.94
72|780|39|41|2198.98
72|780|40|41|2038.06
72|780|41|43|1783.62
72|780|42|43|1545.64
72|780|43|45|1666.59
72|780|44|46|1824.41
72|780|45|47|2131.59
72|780|46|47|2047.3
72|780|47|49|1599.13
72|780|48|50|1918.29
72|780|49|50|2124.09
72|780|50|52|1664.92
72|780|51|52|1623.98
72|780|52|1|2092.4
72|963|1|2|1.22
72|963|2|4|1.08
72|963|3|4|1.24
72|963|4|5|1.06
72|963|5|7|1.3
72|963|6|8|0.95
72|963|7|8|1.29
72|963|8|10|1.25
72|963|9|10|1.22
72|963|10|11|1.0
72|963|11|12|1.11
72|963|12|13|1.13
72|963|13|15|1.08
72|963|14|15|0.91
72|963|15|17|0.94
72|963|16|17|0.92
72|963|17|19|1.26
72|963|18|19|1.05
72|963|19|21|1.25
72|963|20|22|1.3
72|963|21|23|1.24
72|963|22|24|1.23
72|963|23|24|1.16
72|963|24|26|0.93
72|963|25|27|1.27
72|963|26|28|1.1
72|963|27|28|1.03
72|963|28|29|1.03
72|963|29|30|1.16
72|963|30|31|1.21
72|963|31|32|1.15
72|963|32|33|1.24
72|963|33|34|1.24
72|963|34|36|0.97
72|963|35|36|0.91
72|963|36|38|0.97
72|963|37|39|1.23
72|963|38|40|0.89
72|963|39|41|1.11
72|963|40|41|0.85
72|963|41|42|1.06
72|963|42|43|0.9
72|963|43|44|0.85
72|963|44|45|0.96
72|963|45|47|0.84
72|963|46|48|0.87
72|963|47|48|1.14
72|963|48|50|0.81
72|963|49|50|1.22
72|963|50|52|0.96
72|963|51|52|1.23
72|963|52|2|0.89
72|1056|1|2|691.93
72|1056|2|4|591.83
72|1056|3|5|744.96
72|1056|4|5|592.38
72|1056|5|6|693.89
72|1056|6|8|587.52
72|1056|7|9|741.32
72|1056|8|9|765.93
72|1056|9|11|674.06
72|1056|10|12|729.92
72|1056|11|12|734.95
72|1056|12|14|662.52
72|1056|13|15|695.45
72|1056|14|16|667.94
72|1056|15|17|566.08
72|1056|16|17|820.45
72|1056|17|18|816.02
72|1056|18|20|724.65
72|1056|19|20|719.81
72|1056|20|22|814.43
72|1056|21|23|724.33
72|1056|22|24|555.07
72|1056|23|25|607.13
72|1056|24|26|757.81
72|1056|25|27|650.48
72|1056|26|28|787.42
72|1056|27|28|825.7
72|1056|28|30|601.41
72|1056|29|31|619.23
72|1056|30|32|702.88
72|1056|31|33|615.42
72|1056|32|33|675.8
72|1056|33|34|677.87
72|1056|34|36|740.3
72|1056|35|37|637.69
72|1056|36|37|637.24
72|1056|37|38|645.46
72|1056|38|39|543.78
72|1056|39|41|602.43
72|1056|40|42|657.2
72|1056|41|43|607.1
72|1056|42|44|617.09
72|1056|43|45|611.18
72|1056|44|45|653.53
72|1056|45|47|518.82
72|1056|46|47|593.58
72|1056|47|48|649.69
72|1056|48|50|693.12
72|1056|49|51|734.84
72|1056|50|51|594.47
72|1056|51|52|634.92
72|1056|52|2|619.48
198|72|1|3|1096.1
198|72|2|3|1040.2
198|72|3|4|882.27
198|72|4|5|1230.86
198|72|5|6|1019.52
198|72|6|8|1148.13
198|72|7|9|1293.65
198|72|8|10|1262.9
198|72|9|11|1005.01
198|72|10|11|892.78
198|72|11|13|1030.04
198|72|12|14|746.4
198|72|13|14|1004.45
198|72|14|16|850.01
198|72|15|17|724.01
198|72|16|17|717.77
198|72|17|19|801.14
198|72|18|20|838.39
198|72|19|21|798.46
198|72|20|22|993.51
198|72|21|22|1011.01
198|72|22|24|1034.9
198|72|23|24|861.1
198|72|24|25|905.96
198|72|25|26|983.44
198|72|26|28|855.97
198|72|27|29|1043.42
198|72|28|29|892.39
198|72|29|30|953.25
198|72|30|31|1035.82
198|72|31|32|1175.44
198|72|32|33|1169.04
198|72|33|34|918.68
198|72|34|36|943.23
198|72|35|36|1091.4
198|72|36|37|1101.26
198|72|37|39|988.81
198|72|38|39|876.47
198|72|39|41|774.46
198|72|40|41|999.56
198|72|41|43|920.05
198|72|42|43|891.25
198|72|43|44|911.87
198|72|44|46|871.29
198|72|45|47|840.08
198|72|46|47|936.9
198|72|47|48|761.36
198|72|48|49|924.61
198|72|49|51|972.36
198|72|50|52|795.6
198|72|51|1|836.28
198|72|52|1|913.99
198|258|1|3|368.58
198|258|2|3|370.28
198|258|3|4|468.38
198|258|4|6|369.72
198|258|5|6|420.51
198|258|6|8|480.43
198|258|7|9|373.67
198|258|8|10|458.63
198|258|9|11|391.3
198|258|10|11|310.77
198|258|11|12|411.32
198|258|12|13|400.09
198|258|13|15|312.09
198|258|14|16|250.72
198|258|15|17|246.35
198|258|16|17|264.05
198|258|17|18|318.45
198|258|18|19|320.05
198|258|19|21|392.69
198|258|20|21|300.81
198|258|21|22|383.56
198|258|22|23|334.62
198|258|23|25|419.12
198|258|24|26|403.99
198|258|25|27|431.17
198|258|26|28|333.76
198|258|27|29|449.57
198|258|28|30|443.91
198|258|29|31|395.1
198|258|30|31|383.15
198|258|31|32|335.67
198|258|32|33|360.0
198|258|33|35|353.3
198|258|34|36|432.55
198|258|35|37|438.64
198|258|36|37|430.3
198|258|37|38|344.41
198|258|38|40|368.14
198|258|39|40|311.52
198|258|40|42|395.46
198|258|41|42|275.09
198|258|42|44|318.27
198|258|43|44|260.8
198|258|44|45|290.12
198|258|45|46|368.48
198|258|46|48|410.31
198|258|47|49|389.55
198|258|48|50|352.37
198|258|49|50|387.56
198|258|50|52|321.98
198|258|51|52|372.53
198|258|52|2|359.86
198|780|1|2|12469.83
198|780|2|4|15576.53
198|780|3|4|14656.65
198|780|4|5|16224.38
198|780|5|7|16032.49
198|780|6|8|12196.94
198|780|7|8|16629.17
198|780|8|9|15288.09
198|780|9|11|13447.16
198|780|10|11|10608.7
198|780|11|12|13748.74
198|780|12|14|12235.77
198|780|13|15|10985.21
198|780|14|15|13225.38
198|780|15|16|10886.45
198|780|16|17|10829.33
198|780|17|18|14501.91
198|780|18|20|13992.71
198|780|19|20|11772.57
198|780|20|22|12599.67
198|780|21|22|10153.65
198|780|22|23|12942.06
198|780|23|25|14846.6
198|780|24|26|12341.9
198|780|25|27|10801.46
198|780|26|28|12460.92
198|780|27|29|12478.77
198|780|28|30|13008.49
198|780|29|30|12388.15
198|780|30|31|13051.44
198|780|31|33|14593.25
198|780|32|34|12380.58
198|780|33|34|13504.99
198|780|34|36|13496.64
198|780|35|36|11099.15
198|780|36|38|10474.79
198|780|37|38|11160.68
198|780|38|39|13584.41
198|780|39|41|9703.76
198|780|40|41|9876.6
198|780|41|42|10466.22
198|780|42|44|15349.21
198|780|43|45|14509.83
198|780|44|46|13617.94
198|780|45|47|13219.69
198|780|46|47|12971.81
198|780|47|48|12890.97
198|780|48|50|13681.87
198|780|49|51|14444.64
198|780|50|51|13828.97
198|780|51|1|12984.5
198|780|52|1|11667.49
198|811|1|2|250.55
198|811|2|3|312.22
198|811|3|4|305.08
198|811|4|5|265.71
198|811|5|6|232.87
198|811|6|7|305.03
198|811|7|9|311.23
198|811|8|10|289.14
198|811|9|11|283.47
198|811|10|11|190.15
198|811|11|13|221.84
198|811|12|14|168.18
198|811|13|15|216.73
198|811|14|16|190.49
198|811|15|17|198.92
198|811|16|17|133.02
198|811|17|19|174.08
198|811|18|19|243.29
198|811|19|21|229.57
198|811|20|21|250.57
198|811|21|22|235.78
198|811|22|23|227.18
198|811|23|25|199.46
198|811|24|26|250.08
198|811|25|27|245.23
198|811|26|28|255.4
198|811|27|29|273.05
198|811|28|29|230.19
198|811|29|30|194.12
198|811|30|32|258.81
198|811|31|32|208.23
198|811|32|34|275.33
198|811|33|35|197.14
198|811|34|35|244.96
198|811|35|37|243.53
198|811|36|37|216.04
198|811|37|38|260.9
198|811|38|39|196.51
198|811|39|41|245.61
198|811|40|41|229.98
198|811|41|42|229.06
198|811|42|43|192.99
198|811|43|45|171.38
198|811|44|45|215.91
198|811|45|46|268.04
198|811|46|47|203.61
198|811|47|48|203.84
198|811|48|50|197.79
198|811|49|51|241.85
198|811|50|51|195.6
198|811|51|1|220.17
198|811|52|2|271.31
198|963|1|3|49641.53
198|963|2|4|42978.33
198|963|3|5|47255.14
198|963|4|6|54832.97
198|963|5|7|38912.91
198|963|6|8|47669.99
198|963|7|8|41536.45
198|963|8|9|45897.01
198|963|9|10|47404.74
198|963|10|11|48023.76
198|963|11|13|46955.61
198|963|12|13|35409.42
198|963|13|15|42318.68
198|963|14|16|43386.27
198|963|15|17|43972.38
198|963|16|17|38710.69
198|963|17|18|39205.36
198|963|18|20|45508.22
198|963|19|21|44578.64
198|963|20|22|40642.17
198|963|21|23|48315.5
198|963|22|23|40241.11
198|963|23|25|54303.13
198|963|24|25|37676.83
198|963|25|27|47245.2
198|963|26|28|37793.14
198|963|27|28|45758.49
198|963|28|29|37585.52
198|963|29|31|41284.3
198|963|30|31|48775.21
198|963|31|32|40862.42
198|963|32|34|36472.1
198|963|33|34|44562.99
198|963|34|35|39280.29
198|963|35|36|36374.12
198|963|36|37|45323.07
198|963|37|38|41538.14
198|963|38|40|45743.94
198|963|39|41|48278.02
198|963|40|42|41435.77
198|963|41|42|42891.43
198|963|42|44|39468.19
198|963|43|45|49763.43
198|963|44|45|46126.17
198|963|45|47|42397.29
198|963|46|48|36757.14
198|963|47|48|51019.28
198|963|48|50|51417.42
198|963|49|50|42601.26
198|963|50|52|43448.76
198|963|51|1|41123.72
198|963|52|2|43986.16
216|72|1|2|108.44
216|72|2|4|117.54
216|72|3|4|120.04
216|72|4|6|91.37
216|72|5|7|121.46
216|72|6|7|98.46
216|72|7|9|124.76
216|72|8|10|120.74
216|72|9|11|86.11
216|72|10|12|101.46
216|72|11|12|87.24
216|72|12|13|88.3
216|72|13|14|71.12
216|72|14|16|81.85
216|72|15|17|71.59
216|72|16|18|72.44
216|72|17|19|59.12
216|72|18|19|95.97
216|72|19|21|76.3
216|72|20|21|74.91
216|72|21|23|101.45
216|72|22|24|83.95
216|72|23|24|104.43
216|72|24|26|84.35
216|72|25|26|74.89
216|72|26|28|93.05
216|72|27|28|83.24
216|72|28|29|88.98
216|72|29|30|108.51
216|72|30|32|98.42
216|72|31|32|84.7
216|72|32|34|107.33
216|72|33|34|108.27
216|72|34|36|90.79
216|72|35|37|94.61
216|72|36|37|86.59
216|72|37|39|84.4
216|72|38|40|83.79
216|72|39|40|90.19
216|72|40|42|98.93
216|72|41|42|84.92
216|72|42|43|66.91
216|72|43|45|91.94
216|72|44|46|88.17
216|72|45|47|91.58
216|72|46|48|92.12
216|72|47|48|84.29
216|72|48|50|82.85
216|72|49|50|101.86
216|72|50|51|103.85
216|72|51|1|110.9
216|72|52|1|104.27
216|258|1|3|306.56
216|258|2|4|292.57
216|258|3|5|309.66
216|258|4|6|387.07
216|258|5|7|274.11
216|258|6|7|385.46
216|258|7|8|311.98
216|258|8|9|303.97
216|258|9|10|298.68
216|258|10|11|301.81
216|258|11|13|335.72
216|258|12|13|307.76
216|258|13|15|307.03
216|258|14|15|261.21
216|258|15|16|222.74
216|258|16|17|180.24
216|258|17|18|185.21
216|258|18|20|221.4
216|258|19|20|259.19
216|258|20|21|273.74
216|258|21|23|311.93
216|258|22|24|288.8
216|258|23|24|335.44
216|258|24|26|269.41
216|258|25|26|293.02
216|258|26|27|352.03
216|258|27|29|301.61
216|258|28|29|324.47
216|258|29|30|338.69
216|258|30|32|354.6
216|258|31|33|303.79
216|258|32|34|275.05
216|258|33|35|300.59
216|258|34|35|302.34
216|258|35|36|323.37
216|258|36|38|375.76
216|258|37|38|379.7
216|258|38|40|305.67
216|258|39|41|303.79
216|258|40|41|250.65
216|258|41|42|305.87
216|258|42|43|298.83
216|258|43|45|296.03
216|258|44|45|296.16
216|258|45|47|328.59
216|258|46|47|246.75
216|258|47|48|299.78
216|258|48|50|257.58
216|258|49|50|316.12
216|258|50|51|323.42
216|258|51|1|311.26
216|258|52|1|263.67
216|780|1|2|2034.98
216|780|2|3|1930.32
216|780|3|5|2327.64
216|780|4|6|2079.76
216|780|5|7|2065.08
216|780|6|8|2344.72
216|780|7|8|2163.92
216|780|8|10|2308.2
216|780|9|10|2298.41
216|780|10|12|1901.54
216|780|11|13|2026.08
216|780|12|13|1593.04
216|780|13|15|1709.76
216|780|14|16|1878.17
216|780|15|16|1510.86
216|780|16|17|1664.24
216|780|17|19|1481.01
216|780|18|20|1568.02
216|780|19|21|1856.27
216|780|20|22|1985.3
216|780|21|22|1472.06
216|780|22|23|2084.72
216|780|23|24|1641.98
216|780|24|26|2237.33
216|780|25|26|1836.41
216|780|26|27|1655.45
216|780|27|28|2026.58
216|780|28|29|1508.21
216|780|29|30|1739.06
216|780|30|31|2033.44
216|780|31|33|1637.2
216|780|32|34|1744.76
216|780|33|34|1661.65
216|780|34|35|1447.29
216|780|35|36|2008.69
216|780|36|38|1425.02
216|780|37|38|1905.41
216|780|38|40|1667.28
216|780|39|41|1516.8
216|780|40|41|1841.87
216|780|41|43|1815.33
216|780|42|43|2067.36
216|780|43|45|2267.39
216|780|44|46|2102.55
216|780|45|47|2059.78
216|780|46|47|1978.59
216|780|47|48|1718.04
216|780|48|49|1477.66
216|780|49|50|1979.1
216|780|50|52|1686.71
216|780|51|52|1602.97
216|780|52|2|1752.19
216|811|1|3|160.48
216|811|2|3|204.33
216|811|3|4|151.75
216|811|4|6|172.44
216|811|5|7|159.44
216|811|6|8|202.46
216|811|7|8|213.14
216|811|8|9|184.79
216|811|9|10|202.89
216|811|10|12|165.84
216|811|11|13|172.01
216|811|12|13|167.35
216|811|13|15|163.5
216|811|14|15|101.04
216|811|15|17|141.12
216|811|16|18|107.55
216|811|17|18|134.93
216|811|18|19|131.68
216|811|19|21|122.55
216|811|20|22|144.29
216|811|21|22|128.08
216|811|22|23|138.25
216|811|23|25|190.58
216|811|24|25|173.11
216|811|25|27|157.52
216|811|26|28|139.72
216|811|27|29|153.68
216|811|28|30|152.88
216|811|29|30|172.58
216|811|30|32|135.01
216|811|31|32|148.52
216|811|32|33|204.67
216|811|33|35|199.64
216|811|34|36|147.83
216|811|35|36|148.34
216|811|36|37|190.72
216|811|37|38|180.45
216|811|38|39|176.01
216|811|39|41|168.45
216|811|40|41|138.0
216|811|41|43|160.95
216|811|42|43|120.27
216|811|43|45|154.54
216|811|44|46|118.39
216|811|45|47|178.37
216|811|46|48|141.58
216|811|47|49|155.04
216|811|48|49|124.32
216|811|49|50|144.26
216|811|50|51|154.54
216|811|51|52|154.92
216|811|52|1|180.84
216|963|1|2|44821.13
216|963|2|4|35559.21
216|963|3|4|41583.64
216|963|4|6|46782.63
216|963|5|6|48479.84
216|963|6|8|44696.8
216|963|7|9|37950.85
216|963|8|9|46821.9
216|963|9|11|37072.36
216|963|10|11|37708.53
216|963|11|13|37413.04
216|963|12|13|33738.25
216|963|13|15|40818.09
216|963|14|15|38894.26
216|963|15|17|37252.18
216|963|16|17|33185.01
216|963|17|18|37981.0
216|963|18|20|28947.21
216|963|19|21|41271.08
216|963|20|22|32184.75
216|963|21|22|34100.89
216|963|22|24|43908.65
216|963|23|24|40197.05
216|963|24|25|43647.22
216|963|25|27|38083.05
216|963|26|27|34442.72
216|963|27|28|46713.82
216|963|28|30|33165.94
216|963|29|31|33155.8
216|963|30|31|44765.35
216|963|31|32|38423.41
216|963|32|34|32954.14
216|963|33|35|43408.5
216|963|34|35|32434.53
216|963|35|36|32214.81
216|963|36|38|34137.78
216|963|37|38|38878.46
216|963|38|39|38465.08
216|963|39|41|39659.22
216|963|40|41|35526.8
216|963|41|42|38642.88
216|963|42|44|37288.83
216|963|43|44|48015.16
216|963|44|46|35252.92
216|963|45|46|34745.04
216|963|46|48|41176.73
216|963|47|48|39910.46
216|963|48|50|36522.35
216|963|49|51|39452.75
216|963|50|51|39817.63
216|963|51|52|40892.74
216|963|52|2|45537.74
258|198|1|3|1076.31
258|198|2|4|932.59
258|198|3|4|1063.52
258|198|4|6|1209.41
258|198|5|6|994.89
258|198|6|7|1137.7
258|198|7|9|1249.42
258|198|8|9|865.34
258|198|9|10|959.92
258|198|10|11|940.0
258|198|11|13|1096.9
258|198|12|14|1303.24
258|198|13|15|1212.62
258|198|14|15|1283.25
258|198|15|17|976.13
258|198|16|18|1234.38
258|198|17|19|953.74
258|198|18|20|1053.81
258|198|19|20|1067.04
258|198|20|21|1236.22
258|198|21|23|1241.39
258|198|22|23|1008.64
258|198|23|24|1060.63
258|198|24|25|1180.4
258|198|25|27|960.15
258|198|26|28|1010.1
258|198|27|28|1037.18
258|198|28|30|1139.09
258|198|29|31|1116.58
258|198|30|32|956.61
258|198|31|32|965.48
258|198|32|33|1021.34
258|198|33|34|1108.87
258|198|34|36|1007.87
258|198|35|36|808.49
258|198|36|38|1209.52
258|198|37|38|931.68
258|198|38|40|869.86
258|198|39|40|1053.21
258|198|40|42|879.95
258|198|41|43|883.49
258|198|42|43|1081.35
258|198|43|45|926.89
258|198|44|46|928.61
258|198|45|47|1047.99
258|198|46|48|1077.08
258|198|47|49|1098.37
258|198|48|50|1003.58
258|198|49|50|848.53
258|198|50|52|995.0
258|198|51|1|942.11
258|198|52|2|1125.39
258|216|1|2|131.4
258|216|2|4|150.67
258|216|3|4|172.22
258|216|4|6|126.52
258|216|5|6|118.53
258|216|6|8|159.23
258|216|7|8|126.94
258|216|8|9|141.23
258|216|9|10|119.82
258|216|10|11|144.06
258|216|11|12|133.33
258|216|12|13|126.72
258|216|13|14|140.68
258|216|14|15|127.55
258|216|15|16|167.9
258|216|16|17|128.89
258|216|17|18|149.51
258|216|18|19|134.74
258|216|19|20|166.21
258|216|20|22|148.85
258|216|21|22|115.81
258|216|22|23|129.28
258|216|23|25|117.37
258|216|24|26|119.26
258|216|25|26|165.43
258|216|26|28|152.21
258|216|27|29|128.25
258|216|28|29|152.82
258|216|29|31|135.95
258|216|30|32|155.04
258|216|31|32|138.41
258|216|32|33|142.98
258|216|33|35|132.22
258|216|34|36|106.39
258|216|35|37|123.92
258|216|36|38|155.56
258|216|37|39|151.42
258|216|38|40|147.78
258|216|39|41|147.42
258|216|40|42|145.11
258|216|41|43|117.53
258|216|42|44|142.7
258|216|43|44|146.62
258|216|44|46|101.62
258|216|45|47|106.24
258|216|46|47|127.35
258|216|47|49|140.88
258|216|48|50|140.44
258|216|49|50|143.54
258|216|50|51|109.47
258|216|51|1|122.5
258|216|52|1|125.87
258|469|1|3|2.16
258|469|2|4|2.01
258|469|3|4|1.83
258|469|4|5|1.88
258|469|5|7|2.26
258|469|6|7|1.89
258|469|7|8|2.4
258|469|8|9|2.4
258|469|9|10|2.25
258|469|10|11|2.2
258|469|11|13|1.83
258|469|12|13|1.85
258|469|13|14|2.29
258|469|14|15|2.34
258|469|15|17|2.09
258|469|16|17|1.94
258|469|17|18|2.24
258|469|18|20|2.5
258|469|19|20|2.31
258|469|20|22|2.11
258|469|21|23|2.06
258|469|22|23|2.07
258|469|23|25|2.39
258|469|24|26|2.47
258|469|25|27|2.33
258|469|26|27|2.02
258|469|27|28|1.83
258|469|28|30|2.16
258|469|29|30|1.74
258|469|30|31|1.75
258|469|31|33|2.28
258|469|32|34|1.91
258|469|33|34|1.86
258|469|34|36|2.21
258|469|35|37|1.71
258|469|36|38|1.6
258|469|37|39|1.69
258|469|38|40|2.1
258|469|39|41|2.41
258|469|40|42|1.61
258|469|41|43|1.79
258|469|42|44|1.72
258|469|43|45|2.14
258|469|44|46|2.14
258|469|45|47|1.7
258|469|46|48|2.2
258|469|47|49|1.97
258|469|48|49|1.98
258|469|49|50|1.83
258|469|50|51|2.22
258|469|51|52|2.04
258|469|52|2|2.04
258|689|1|3|1414.0
258|689|2|4|1198.21
258|689|3|4|1512.56
258|689|4|5|1328.03
258|689|5|7|1530.32
258|689|6|8|1049.73
258|689|7|8|1055.36
258|689|8|10|1431.79
258|689|9|10|1386.87
258|689|10|12|1216.05
258|689|11|13|1183.01
258|689|12|13|1073.04
258|689|13|14|1167.91
258|689|14|15|1188.81
258|689|15|16|1333.26
258|689|16|17|1133.26
258|689|17|19|1092.14
258|689|18|20|1527.33
258|689|19|20|1209.72
258|689|20|22|1493.23
258|689|21|22|1317.24
258|689|22|23|1454.95
258|689|23|25|1467.5
258|689|24|26|1229.2
258|689|25|26|1266.42
258|689|26|28|1342.52
258|689|27|28|1447.61
258|689|28|30|1230.16
258|689|29|30|1490.34
258|689|30|32|1219.43
258|689|31|32|1475.38
258|689|32|34|1167.21
258|689|33|35|1085.98
258|689|34|36|1305.7
258|689|35|36|1298.39
258|689|36|38|1232.66
258|689|37|39|1401.22
258|689|38|40|1361.48
258|689|39|41|1266.7
258|689|40|41|1080.71
258|689|41|43|1224.66
258|689|42|43|1207.51
258|689|43|44|1026.44
258|689|44|45|1205.1
258|689|45|46|1387.2
258|689|46|48|955.84
258|689|47|49|1336.01
258|689|48|49|1146.71
258|689|49|50|1198.5
258|689|50|51|1094.02
258|689|51|1|977.73
258|689|52|1|1152.7
258|780|1|2|1148.54
258|780|2|3|1209.96
258|780|3|5|1123.31
258|780|4|5|946.48
258|780|5|6|1249.78
258|780|6|7|1107.72
258|780|7|9|1204.25
258|780|8|9|834.02
258|780|9|11|1066.41
258|780|10|12|992.72
258|780|11|12|1000.75
258|780|12|14|1127.16
258|780|13|15|983.27
258|780|14|15|1150.49
258|780|15|16|931.75
258|780|16|17|879.35
258|780|17|18|964.83
258|780|18|19|1278.67
258|780|19|20|971.16
258|780|20|21|1230.22
258|780|21|23|1224.49
258|780|22|23|1124.62
258|780|23|24|974.32
258|780|24|26|1009.54
258|780|25|27|888.27
258|780|26|28|1037.99
258|780|27|29|1270.82
258|780|28|30|962.84
258|780|29|31|997.63
258|780|30|31|1246.51
258|780|31|32|1121.35
